AvgSpotLen	BioSample	BioSampleModel	Center_Name	Coriell_panel	Coriell_plate	DATASTORE_filetype	DNA_ID	Ethnicity	Experiment	HapMap_sample_ID	InsertSize	Instrument	LibraryLayout	LibrarySelection	Library_Name	LoadDate	MBases	MBytes	Platform	Population_Description	Race	ReleaseDate	Run	SRA_Sample	Sample_Name	Super_Population_Code	Super_Population_Description	actual_read_length	cell_line	cell_type	collection	culture_collection	family_id	family_role	notes	population	run	run_center	sex	tag	Assay_Type	AssemblyName	BioProject	Consent	DATASTORE_provider	LibrarySource	Organism	SRA_Study
35	SAMN00001690	HapMap	WUGSC	MGP00013	HAPMAPPT03	sra	NA19207		SRX029888	NA19207	0	Illumina Genome Analyzer II	SINGLE	RANDOM	2485448329	2014-05-28	290	173	ILLUMINA	Yoruba in Ibadan, Nigeria		2010-11-02	SRR070989	SRS000208	NA19207	AFR	African					Coriell:GM19207	Y051			YRI			male		WGS		PRJNA28911	public	ncbi	GENOMIC	Homo sapiens	SRP000031
35	SAMN00001690	HapMap	WUGSC	MGP00013	HAPMAPPT03	sra	NA19207		SRX029888	NA19207	0	Illumina Genome Analyzer II	SINGLE	RANDOM	2485448329	2014-05-28	292	182	ILLUMINA	Yoruba in Ibadan, Nigeria		2010-11-02	SRR070990	SRS000208	NA19207	AFR	African					Coriell:GM19207	Y051			YRI			male		WGS		PRJNA28911	public	ncbi	GENOMIC	Homo sapiens	SRP000031
35	SAMN00001690	HapMap	WUGSC	MGP00013	HAPMAPPT03	sra	NA19207		SRX029888	NA19207	0	Illumina Genome Analyzer II	SINGLE	RANDOM	2485448329	2014-05-28	290	180	ILLUMINA	Yoruba in Ibadan, Nigeria		2010-11-02	SRR070991	SRS000208	NA19207	AFR	African					Coriell:GM19207	Y051			YRI			male		WGS		PRJNA28911	public	ncbi	GENOMIC	Homo sapiens	SRP000031
152	SAMN00801031		BI		HAPMAPPT01	sra	NA11994	UTAH/MORMON	SRX007482	NA11994	318	Illumina Genome Analyzer II	PAIRED	RANDOM	Solexa-5420	2014-05-26	1623	1083	ILLUMINA	Utah Residents (CEPH) with Northern and Western European ancestry	Caucasian	2009-09-01	SRR022587	SRS000054	NA11994	EUR	European		GM11994	B-Lymphocyte	NIGMS Human Genetic Cell Repository	Coriell:GM11994	1362	maternal grandfather		CEU			male	International hapmap project - ceph (plate i) utah residents with ancestry from northern and western europe	WGS		PRJNA28911	public	ncbi	GENOMIC	Homo sapiens	SRP000031
152	SAMN00801031		BI		HAPMAPPT01	sra	NA11994	UTAH/MORMON	SRX007482	NA11994	318	Illumina Genome Analyzer II	PAIRED	RANDOM	Solexa-5420	2014-05-26	1655	1128	ILLUMINA	Utah Residents (CEPH) with Northern and Western European ancestry	Caucasian	2009-09-01	SRR022588	SRS000054	NA11994	EUR	European		GM11994	B-Lymphocyte	NIGMS Human Genetic Cell Repository	Coriell:GM11994	1362	maternal grandfather		CEU			male	International hapmap project - ceph (plate i) utah residents with ancestry from northern and western europe	WGS		PRJNA28911	public	ncbi	GENOMIC	Homo sapiens	SRP000031
152	SAMN00801031		BI		HAPMAPPT01	sra	NA11994	UTAH/MORMON	SRX007482	NA11994	318	Illumina Genome Analyzer II	PAIRED	RANDOM	Solexa-5420	2014-05-26	1754	1209	ILLUMINA	Utah Residents (CEPH) with Northern and Western European ancestry	Caucasian	2009-09-01	SRR022589	SRS000054	NA11994	EUR	European		GM11994	B-Lymphocyte	NIGMS Human Genetic Cell Repository	Coriell:GM11994	1362	maternal grandfather		CEU			male	International hapmap project - ceph (plate i) utah residents with ancestry from northern and western europe	WGS		PRJNA28911	public	ncbi	GENOMIC	Homo sapiens	SRP000031
152	SAMN00001576	HapMap	BI	MGP00013	HAPMAPPT04	sra	NA18486		SRX007367	NA18486	323	Illumina Genome Analyzer II	PAIRED	RANDOM	Solexa-5114	2014-05-26	1388	927	ILLUMINA	Yoruba in Ibadan, Nigeria		2009-08-14	SRR020480	SRS000093	NA18486	AFR	African					Coriell:GM18486	Y001			YRI			male		WGS		PRJNA28911	public	ncbi	GENOMIC	Homo sapiens	SRP000031
152	SAMN00001576	HapMap	BI	MGP00013	HAPMAPPT04	sra	NA18486		SRX007367	NA18486	323	Illumina Genome Analyzer II	PAIRED	RANDOM	Solexa-5114	2014-05-26	1292	890	ILLUMINA	Yoruba in Ibadan, Nigeria		2009-08-14	SRR020481	SRS000093	NA18486	AFR	African					Coriell:GM18486	Y001			YRI			male		WGS		PRJNA28911	public	ncbi	GENOMIC	Homo sapiens	SRP000031
152	SAMN00001587	HapMap	BI	MGP00013	HAPMAPPT03	sra	NA18516		SRX007349	NA18516	327	Illumina Genome Analyzer II	PAIRED	RANDOM	Solexa-5124	2014-05-26	1854	1261	ILLUMINA	Yoruba in Ibadan, Nigeria		2009-08-14	SRR020479	SRS000105	NA18516	AFR	African					Coriell:GM18516	Y013			YRI			male		WGS		PRJNA28911	public	ncbi	GENOMIC	Homo sapiens	SRP000031
152	SAMN00001623	HapMap	BI	MGP00013	HAPMAPPT03	sra	NA18853		SRX007347	NA18853	305	Illumina Genome Analyzer II	PAIRED	RANDOM	Solexa-6416	2014-05-26	2308	1458	ILLUMINA	Yoruba in Ibadan, Nigeria		2009-08-14	SRR020482	SRS000141	NA18853	AFR	African					Coriell:GM18853	Y018			YRI			male		WGS		PRJNA28911	public	ncbi	GENOMIC	Homo sapiens	SRP000031
152	SAMN00001643	HapMap	BI	MGP00009	HAPMAPPT02	sra	NA18953		SRX007355	NA18953	305	Illumina Genome Analyzer II	PAIRED	RANDOM	Solexa-6423	2014-05-26	2256	1565	ILLUMINA	Japanese in Tokyo, Japan		2009-08-14	SRR020485	SRS000161	NA18953	EAS	East Asian					Coriell:GM18953				JPT			male		WGS		PRJNA28911	public	ncbi	GENOMIC	Homo sapiens	SRP000031
152	SAMN00001643	HapMap	BI	MGP00009	HAPMAPPT02	sra	NA18953		SRX007355	NA18953	305	Illumina Genome Analyzer II	PAIRED	RANDOM	Solexa-6423	2014-05-26	2345	1642	ILLUMINA	Japanese in Tokyo, Japan		2009-08-14	SRR020486	SRS000161	NA18953	EAS	East Asian					Coriell:GM18953				JPT			male		WGS		PRJNA28911	public	ncbi	GENOMIC	Homo sapiens	SRP000031
152	SAMN00001648	HapMap	BI	MGP00009	HAPMAPPT02	sra	NA18964		SRX007485	NA18964	316	Illumina Genome Analyzer II	PAIRED	RANDOM	Solexa-5414	2014-05-26	1699	1154	ILLUMINA	Japanese in Tokyo, Japan		2009-09-01	SRR022590	SRS000166	NA18964	EAS	East Asian					Coriell:GM18964				JPT			female		WGS		PRJNA28911	public	ncbi	GENOMIC	Homo sapiens	SRP000031
152	SAMN00001648	HapMap	BI	MGP00009	HAPMAPPT02	sra	NA18964		SRX007485	NA18964	316	Illumina Genome Analyzer II	PAIRED	RANDOM	Solexa-5414	2014-05-26	1847	1263	ILLUMINA	Japanese in Tokyo, Japan		2009-09-01	SRR022591	SRS000166	NA18964	EAS	East Asian					Coriell:GM18964				JPT			female		WGS		PRJNA28911	public	ncbi	GENOMIC	Homo sapiens	SRP000031
152	SAMN00001648	HapMap	BI	MGP00009	HAPMAPPT02	sra	NA18964		SRX007485	NA18964	316	Illumina Genome Analyzer II	PAIRED	RANDOM	Solexa-5414	2014-05-26	1706	1156	ILLUMINA	Japanese in Tokyo, Japan		2009-09-01	SRR022592	SRS000166	NA18964	EAS	East Asian					Coriell:GM18964				JPT			female		WGS		PRJNA28911	public	ncbi	GENOMIC	Homo sapiens	SRP000031
152	SAMN00801237		BI		HAPMAPPT01	sra	NA12154	UTAH/MORMON	SRX007914	NA12154	319	Illumina Genome Analyzer II	PAIRED	RANDOM	Solexa-5410	2014-05-26	1294	892	ILLUMINA	Utah Residents (CEPH) with Northern and Western European ancestry	Caucasian	2009-09-05	SRR023304	SRS000064	NA12154	EUR	European		GM12154	B-Lymphocyte	NIGMS Human Genetic Cell Repository	Coriell:GM12154	1408	paternal grandfather		CEU			male	International hapmap project - ceph (plate i) utah residents with ancestry from northern and western europe	WGS		PRJNA28911	public	ncbi	GENOMIC	Homo sapiens	SRP000031
152	SAMN00801239		BI		HAPMAPPT01	sra	NA12155	UTAH/MORMON	SRX007913	NA12155	318	Illumina Genome Analyzer II	PAIRED	RANDOM	Solexa-5402	2014-05-26	898	567	ILLUMINA	Utah Residents (CEPH) with Northern and Western European ancestry	Caucasian	2009-09-07	SRR023303	SRS000065	NA12155	EUR	European		GM12155	B-Lymphocyte	NIGMS Human Genetic Cell Repository	Coriell:GM12155	1408	maternal grandfather		CEU			male	International hapmap project - ceph (plate i) utah residents with ancestry from northern and western europe	WGS		PRJNA28911	public	ncbi	GENOMIC	Homo sapiens	SRP000031
